created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,sanitized_tweet,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,sentiment_score,sentiment
Sun Oct 08 01:39:23 +0000 2023,1710832228526371290,@msaid_didu Kalau kereta cepat KCIC mangkrak pasti anda yang pertama kali mencibir...,0,0,0,0,in,3014043758,1710572106310930938,SuwarsoAris,https://twitter.com/SuwarsoAris/status/1710832228526371290,"['msaid didu', 'kereta', 'cepat', 'kcic', 'mangkrak', 'kali', 'cibir']",0,1,1,3,5,4,6,2,-12.0,negative
Sun Oct 08 01:37:46 +0000 2023,1710831821938925860,"@mshopeethread @itsjaekhey @KeretaCepatID Saya coba terus satu2 kursi yang ada di gerbong 2 sampai gerbong 8, memang muncul terus notif kursi telah sold out/telah direservasi, tapi mungkin saya lagi beruntung karena setelah nyoba klik puluhan kali akhirnya bisa lanjut.. https://t.co/udQtWjIqwZ",0,1,0,0,in,52252681,1710669401681522823,Dry_Sheriff,https://twitter.com/Dry_Sheriff/status/1710831821938925860,"['mshopeethread', 'itsjaekhey', '@keretacepatid', 'coba', 'satu2', 'kursi', 'gerbong', '2', 'gerbong', '8', 'muncul', 'notif', 'kursi', 'sold', 'outtelah', 'direservasi', 'untung', 'coba', 'klik', 'puluh', 'kali']",1,3,4,4,4,2,3,8,-6.0,negative
Sun Oct 08 01:35:56 +0000 2023,1710831358288007389,@ferdaayuu @KeretaCepatID kak kalo ada org yang pemberangkatannya sama trus gadapet tiket pulangnya boleh kabarin aku ya kak ð­,0,0,0,0,in,1101022470474096640,1710669401681522823,01___heeseung,https://twitter.com/01___heeseung/status/1710831358288007389,"['ferdaayuu', '@keretacepatid', 'kak', 'kalo', 'orang', 'berangkat', 'gadapet', 'tiket', 'pulang', 'kabarin', 'ya', 'kak', '']",1,0,3,2,2,0,4,0,0.0,neutral
Sun Oct 08 01:35:10 +0000 2023,1710831168621531296,@sweetybutter_ @KeretaCepatID kak ini baru pesan pagi ini?,0,1,0,0,in,1526787046135590913,1710669401681522823,baeloisy,https://twitter.com/baeloisy/status/1710831168621531296,"['sweetybutter', '@keretacepatid', 'kak', 'pesan', 'pagi']",1,0,3,2,2,2,4,0,-6.0,negative
Sun Oct 08 01:33:34 +0000 2023,1710830764894666840,"@itsjaekhey @mshopeethread @KeretaCepatID Engga. Pilih kursi nya bener2 penuh perjuangan karena muncul terus notif kursi telah direservasi padahal di layout kursi nya bisa di klik. Saya coba aja satu2 kursi yang ada di gerbong 2, eh ternyata bisa lanjut. Karena pilih PP pas coba pulang juga sama, pilih satu2 sampai dapat https://t.co/HRPeTbItrr",0,1,0,0,in,52252681,1710669401681522823,Dry_Sheriff,https://twitter.com/Dry_Sheriff/status/1710830764894666840,"['itsjaekhey', 'mshopeethread', '@keretacepatid', 'pilih', 'kursi', 'nya', 'benarbenar', 'penuh', 'juang', 'muncul', 'notif', 'kursi', 'direservasi', 'layout', 'kursi', 'nya', 'klik', 'coba', 'satu2', 'kursi', 'gerbong', '2', 'eh', 'nyata', 'pilih', 'pp', 'pas', 'coba', 'pulang', 'pilih', 'satu2']",1,3,4,4,4,2,3,8,-13.0,negative
Sun Oct 08 01:31:20 +0000 2023,1710830202090385856,@EdoSriputra @KeretaCepatID aku barusan bisa masuk,0,1,0,0,in,1218956702080352256,1710668434516959451,leon10ie,https://twitter.com/leon10ie/status/1710830202090385856,"['edosriputra', '@keretacepatid', 'barusan', 'masuk']",1,3,4,4,4,2,0,8,-3.0,negative
Sun Oct 08 01:31:06 +0000 2023,1710830143772791163,@bsgoww @justweirdocat @KeretaCepatID aplk apa?,0,0,0,0,in,245350528,1710669401681522823,rockybrown007,https://twitter.com/rockybrown007/status/1710830143772791163,"['bsgoww', 'justweirdocat', '@keretacepatid', 'aplk']",1,3,4,4,4,2,0,8,0.0,neutral
Sun Oct 08 01:30:38 +0000 2023,1710830025933742190,"@itsjaekhey @Dry_Sheriff @KeretaCepatID Bisa akses sih , pas pilih seat gak bisa kepilih karna sold , di aplikasi nya juga sama",0,3,0,0,in,1019280198338899968,1710669401681522823,mshopeethread,https://twitter.com/mshopeethread/status/1710830025933742190,"['itsjaekhey', 'dry sheriff', '@keretacepatid', 'akses', 'sih', 'pas', 'pilih', 'seat', 'pilih', 'sold', 'aplikasi', 'nya']",1,3,4,4,4,2,0,8,-3.0,negative
Sun Oct 08 01:29:28 +0000 2023,1710829732391239831,"padahal ayah aku yg pgn bgt naek kcic, tapi aku malah ngajak mama karena mau sekalian surveyð",0,1,0,0,in,1015456204082954241,1710829732391239831,nazellnut,https://twitter.com/nazellnut/status/1710829732391239831,"['ayah', 'pengin', 'banget', 'kcic', 'ajak', 'mama', 'survey']",1,3,2,0,1,5,5,6,6.0,positive
Sun Oct 08 01:28:27 +0000 2023,1710829477100740872,"@KeretaCepatID min kalau udh paid udh ada qr di apk, tapi blm ada email aman kan min",0,0,0,0,in,1473203038147907584,1710669401681522823,haan_adhty,https://twitter.com/haan_adhty/status/1710829477100740872,"['@keretacepatid', 'min', 'paid', 'qr', 'apk', 'email', 'aman', 'min']",2,2,0,5,0,3,2,1,0.0,neutral
Sun Oct 08 01:28:16 +0000 2023,1710829428601966610,@lopyuuuh @radm171615 @KeretaCepatID aku jg blm bisa,0,0,0,0,in,245350528,1710669401681522823,rockybrown007,https://twitter.com/rockybrown007/status/1710829428601966610,"['lopyuuuh', 'radm171615', '@keretacepatid']",1,3,4,4,4,2,0,8,0.0,neutral
Sun Oct 08 01:28:01 +0000 2023,1710829366564024722,@radm171615 @KeretaCepatID aku juga,0,0,0,0,in,245350528,1710669401681522823,rockybrown007,https://twitter.com/rockybrown007/status/1710829366564024722,"['radm171615', '@keretacepatid']",1,3,4,4,4,2,0,8,0.0,neutral
Sun Oct 08 01:27:44 +0000 2023,1710829297769001032,@KeretaCepatID Akhirnyaa setelah nunggu sekian lama dpt juga pulang pergi ðð https://t.co/jqQeu30WGZ,0,2,0,0,in,450532063,1710669401681522823,sweetybutter_,https://twitter.com/sweetybutter_/status/1710829297769001032,"['@keretacepatid', 'akhirnyaa', 'tunggu', 'sekian', 'pulang', 'pergi', '', '']",1,3,4,4,4,2,0,8,-5.0,negative
Sun Oct 08 01:26:09 +0000 2023,1710828897733112000,@KeretaCepatID min klo puzle gk bs digeser knp itu min,0,0,0,0,in,245350528,1710669401681522823,rockybrown007,https://twitter.com/rockybrown007/status/1710828897733112000,"['@keretacepatid', 'min', 'kalo', 'puzle', 'geser', 'min']",2,2,0,5,0,3,2,1,-5.0,negative
Sun Oct 08 01:22:59 +0000 2023,1710828101310324752,@01___heeseung @KeretaCepatID Aku cuma berdua kak,0,1,0,0,in,1164788357282426880,1710669401681522823,ferdaayuu,https://twitter.com/ferdaayuu/status/1710828101310324752,"['01 heeseung', '@keretacepatid', 'kak']",1,0,3,2,2,2,4,0,0.0,neutral
Sun Oct 08 01:21:09 +0000 2023,1710827638577926477,"PT Kereta Cepat Indonesia China (KCIC) membuka whoosh experience program"" tahap kedua, mulai hari in. https://t.co/VEej6LQFMK""",0,0,2,1,in,188438662,1710827638577926477,KompasEkonomi,https://twitter.com/KompasEkonomi/status/1710827638577926477,"['pt', 'kereta', 'cepat', 'indonesia', 'china', 'kcic', 'buka', 'whoosh', 'experience', 'program', 'tahap']",0,1,1,3,5,4,6,2,-10.0,negative
Sun Oct 08 01:20:04 +0000 2023,1710827366333952214,@bajilnurdin @BatuKepla @PresidenKopi @OMANK39971969 Jiah cebong tdk bisa memikirkan KCIC beban negara ð¤£ð¤£ yg untung bukan Indonesia tapi yg untung china ð¤£ð¤£,0,1,0,0,in,1559188415517564928,1709798463066796458,JalanKe83957796,https://twitter.com/JalanKe83957796/status/1710827366333952214,"['bajilnurdin', 'batukepla', 'presidenkopi', 'omank39971969', 'jiah', 'cebong', 'pikir', 'kcic', 'beban', 'negara', '', 'untung', 'indonesia', 'untung', 'china', '']",1,3,2,0,1,5,5,6,-9.0,negative
Sun Oct 08 01:17:54 +0000 2023,1710826820843814967,@Dry_Sheriff @itsjaekhey @KeretaCepatID Udah sold out ka,0,1,0,0,in,1019280198338899968,1710669401681522823,mshopeethread,https://twitter.com/mshopeethread/status/1710826820843814967,"['dry sheriff', 'itsjaekhey', '@keretacepatid', 'sold', 'out', 'kak']",1,0,3,2,2,2,4,0,0.0,neutral
Sun Oct 08 01:17:48 +0000 2023,1710826796860776783,"Good morning, siapa mau naik KCIC? ð https://t.co/XnouuuSwkf",0,1,0,0,in,900334541465833472,1710826796860776783,neznuko,https://twitter.com/neznuko/status/1710826796860776783,"['good', 'morning', 'kcic', '']",1,3,2,0,1,5,5,6,5.0,positive
Sun Oct 08 01:17:44 +0000 2023,1710826780838527337,@sahasihurang @jgnngeluhmuluya @Kecyy36 @KeretaCepatID @24HOurTiReD yang belum ada terima email tiket bisa langsung in the spot cetak tiketnya,0,1,0,0,in,1636890951196246017,1710669401681522823,poyyols,https://twitter.com/poyyols/status/1710826780838527337,"['sahasihurang', 'jgnngeluhmuluya', 'kecyy36', '@keretacepatid', '24hourtired', 'terima', 'email', 'tiket', 'langsung', 'the', 'spot', 'cetak', 'tiket']",1,3,4,4,4,0,8,4,5.0,positive
Sun Oct 08 01:15:34 +0000 2023,1710826232684876086,"@itsjaekhey @mshopeethread @KeretaCepatID Barusan nyoba tanggal 10, masih bisa ternyata dan berhasil dapat tiket, hanya saja ga ada notif di email tapi sudah tercata di menu pemesanan berhasil.. Tapi entah ini valid atau engga..",0,2,0,0,in,52252681,1710669401681522823,Dry_Sheriff,https://twitter.com/Dry_Sheriff/status/1710826232684876086,"['itsjaekhey', 'mshopeethread', '@keretacepatid', 'barusan', 'coba', 'tanggal', '10', 'nyata', 'hasil', 'tiket', 'notif', 'email', 'tercata', 'menu', 'mesan', 'hasil', 'valid']",1,3,4,4,4,7,3,8,-1.0,negative
Sun Oct 08 01:15:06 +0000 2023,1710826116385243384,"@KeretaCepatID Juat info, tiket tgl 10 udah dibuka jam 8 barusan. Aku dapet tiket pp wkwkwk",0,0,0,0,in,1054792082,1710669401681522823,myimaji,https://twitter.com/myimaji/status/1710826116385243384,"['@keretacepatid', 'juat', 'info', 'tiket', 'tanggal', '10', 'buka', 'jam', '8', 'barusan', 'tiket', 'pp', 'wkwkwk']",2,2,4,4,4,0,8,4,-7.0,negative
Sun Oct 08 01:10:54 +0000 2023,1710825057898143836,ada yang bisa war-in tiket kereta cepat kcic nggak sih aduh ga bisa loading terus,0,2,0,0,in,3533533572,1710825057898143836,shabilazhr,https://twitter.com/shabilazhr/status/1710825057898143836,"['warini', 'tiket', 'kereta', 'cepat', 'kcic', 'sih', 'aduh', 'loading']",0,1,1,3,5,4,6,2,-10.0,negative
Sun Oct 08 01:07:27 +0000 2023,1710824191019389197,Gratis mulu. Takut menghadapi kenyataan?   #whoosh #kcic #kcjb #kai #ka,0,0,0,0,in,204691051,1710824191019389197,ahbuch,https://twitter.com/ahbuch/status/1710824191019389197,"['gratis', 'mulu', 'takut', 'hadap', 'nyata', 'whoosh', 'kcic', 'kcjb', 'kai', 'kak']",1,0,3,2,2,5,4,0,-3.0,negative
Sun Oct 08 01:06:44 +0000 2023,1710824009938641047,@pluviophire @KeretaCepatID nda:') btw itu ga pp pir jadi aku ga warð¥²,0,0,0,0,in,147089729,1710669401681522823,ntiiirrrs,https://twitter.com/ntiiirrrs/status/1710824009938641047,"['pluviophire', '@keretacepatid', 'indak', 'btw', 'pp', 'pir', 'war']",1,3,4,4,4,2,0,8,0.0,neutral
Sun Oct 08 01:05:33 +0000 2023,1710823711375499505,"KCIC Buka Tahap Kedua Naik Kereta Cepat Whoosh Gratis 8-10 Oktober, Begini Cara Daftarnya https://t.co/tHwqiJiynQ",0,0,0,0,in,1655524487646048256,1710823711375499505,CelahSumbar,https://twitter.com/CelahSumbar/status/1710823711375499505,"['kcic', 'buka', 'tahap', 'kereta', 'cepat', 'whoosh', 'gratis', '810', 'oktober', 'daftar']",0,1,1,3,5,4,6,2,-9.0,negative
Sun Oct 08 01:04:26 +0000 2023,1710823432055894379,GRATIS. Naik Kereta Cepat WHOOSH.  Periode 8-10 Oktober 2023.  @KAI121  @CommuterLine  @keretaapikita  @KeretaCepatID   #tiru #tirumedia #tiruinfo #keretacepat #keretacepatid https://t.co/103BjN9l29,0,0,0,0,in,732608994,1710823432055894379,TIRUmedia,https://twitter.com/TIRUmedia/status/1710823432055894379,"['gratis', 'kereta', 'cepat', 'whoosh', 'periode', '810', 'oktober', '2023', 'kai121', 'commuterline', 'keretaapikita', '@keretacepatid', 'tiru', 'tirumedia', 'tiruinfo', 'keretacepat', '@keretacepatid']",0,1,1,3,5,4,6,5,-3.0,negative
Sun Oct 08 01:01:59 +0000 2023,1710822813781930352,"@leon10ie @KeretaCepatID Belum di stasiun kak, nanti siang baru nuker tiket di sana",0,1,0,0,in,635419429,1710668434516959451,EdoSriputra,https://twitter.com/EdoSriputra/status/1710822813781930352,"['leon10ie', '@keretacepatid', 'stasiun', 'kak', 'siang', 'nuker', 'tiket']",1,0,3,2,2,0,4,0,0.0,neutral
Sun Oct 08 01:00:18 +0000 2023,1710822391956562131,@EdoSriputra @KeretaCepatID u udh bisa belum?,0,1,0,0,in,1218956702080352256,1710668434516959451,leon10ie,https://twitter.com/leon10ie/status/1710822391956562131,"['edosriputra', '@keretacepatid', 'lu']",1,3,4,4,4,2,0,8,0.0,neutral
Sun Oct 08 00:51:31 +0000 2023,1710820182263009713,@EdoSriputra @KeretaCepatID belum masuk sih baru sampe stsiun,0,0,0,0,in,1218956702080352256,1710668434516959451,leon10ie,https://twitter.com/leon10ie/status/1710820182263009713,"['edosriputra', '@keretacepatid', 'masuk', 'sih', 'stsiun']",1,3,4,4,4,2,0,8,-3.0,negative
Sun Oct 08 00:43:54 +0000 2023,1710818263641587730,"@leon10ie @KeretaCepatID Kak, gimana? Bisa check in tiket pake qr code di aplikasi?",0,2,0,0,in,635419429,1710668434516959451,EdoSriputra,https://twitter.com/EdoSriputra/status/1710818263641587730,"['leon10ie', '@keretacepatid', 'kak', 'check', 'tiket', 'pakai', 'qr', 'code', 'aplikasi']",1,0,3,2,2,0,4,0,-3.0,negative
Sun Oct 08 00:42:06 +0000 2023,1710817812594487434,@KeretaCepatID Min mentok di puzzle gimana solusinya?? @KeretaCepatID,0,0,0,0,in,1672497325011529728,1710669401681522823,bandungpri51280,https://twitter.com/bandungpri51280/status/1710817812594487434,"['@keretacepatid', 'min', 'mentok', 'puzzle', 'solusi', '@keretacepatid']",2,2,0,5,0,3,2,1,-2.0,negative
Sun Oct 08 00:40:51 +0000 2023,1710817497153429549,"@FarizMohammed @KeretaCepatID Bisa pake feeder, tapi pesennya gimana? Kan ini bukan rute halim - bandung. Tadi ada org lain yg udh info sih bisa langsung naik feeder tapi pgn denger dari  @KeretaCepatID aja sih biar yakin",0,1,0,0,in,203480664,1710669401681522823,debbymrt,https://twitter.com/debbymrt/status/1710817497153429549,"['farizmohammed', '@keretacepatid', 'pakai', 'feeder', 'sen', 'rute', 'halim', 'bandung', 'orang', 'info', 'sih', 'langsung', 'feeder', 'pengin', 'dengar', '@keretacepatid', 'sih', 'biar']",1,3,4,4,3,6,0,3,-6.0,negative
Sun Oct 08 00:40:19 +0000 2023,1710817363971772459,Huftttt kcic dari tadi jaringan sibuk terus,0,0,0,0,in,1409495554023849985,1710817363971772459,Kaamilaaah,https://twitter.com/Kaamilaaah/status/1710817363971772459,"['huftttt', 'kcic', 'jaring', 'sibuk']",1,3,2,0,1,5,5,6,0.0,neutral
Sun Oct 08 00:39:07 +0000 2023,1710817060547346713,@KeretaCepatID Hi mimin ini gimanaa @KeretaCepatID,0,0,0,0,in,203480664,1710669401681522823,debbymrt,https://twitter.com/debbymrt/status/1710817060547346713,"['@keretacepatid', 'hi', 'admin', '@keretacepatid']",1,3,4,4,4,2,0,8,1.0,positive
Sun Oct 08 00:37:25 +0000 2023,1710816634750050732,"@KeretaCepatID min, kalau tiketnya halim tegaluar, boleh turun di padalarang trus naik feeder?",0,1,0,0,in,60079940,1710816634750050732,samandjamie,https://twitter.com/samandjamie/status/1710816634750050732,"['@keretacepatid', 'min', 'tiket', 'halim', 'tegaluar', 'turun', 'padalarang', 'feeder']",2,2,0,5,3,6,8,3,-3.0,negative
Sun Oct 08 00:33:12 +0000 2023,1710815573855371364,"@KeretaCepatID Nanti setelah gak gratisan, beli tiketnya dmn min?",0,0,0,0,in,1006840774502146049,1710669401681522823,Dedy44169434,https://twitter.com/Dedy44169434/status/1710815573855371364,"['@keretacepatid', 'gratis', 'beli', 'tiket', 'min']",2,2,0,5,0,0,8,4,1.0,positive
Sun Oct 08 00:29:44 +0000 2023,1710814699976347992,@sahasihurang @mas_yogi_ @Ghirsy2 @KeretaCepatID Aplikasi apa?,0,0,0,0,in,77413253,1710669401681522823,ucupbinsahrul,https://twitter.com/ucupbinsahrul/status/1710814699976347992,"['sahasihurang', 'mas yogi', 'ghirsy2', '@keretacepatid', 'aplikasi']",1,3,4,4,4,2,0,8,-4.0,negative
Sun Oct 08 00:29:35 +0000 2023,1710814661552296033,"@shalpnly @saputrananda0 @KeretaCepatID Maaf, cara geser puzzle di hape gimana?",0,1,0,0,in,207445066,1710669401681522823,debbymhrn,https://twitter.com/debbymhrn/status/1710814661552296033,"['shalpnly', 'saputrananda0', '@keretacepatid', 'maaf', 'geser', 'puzzle', 'hape']",1,3,4,4,4,2,0,8,-8.0,negative
Sun Oct 08 00:29:05 +0000 2023,1710814537052741674,Min @KeretaCepatID caranya nggeser puzzle itu piyeee https://t.co/7tUVD2fvNo,0,0,0,0,in,1605877542946189315,1710814537052741674,jogjaris,https://twitter.com/jogjaris/status/1710814537052741674,"['min', '@keretacepatid', 'nggeser', 'puzzle', 'piyeee']",2,2,0,5,0,3,2,1,0.0,neutral
Sun Oct 08 00:28:12 +0000 2023,1710814314842697831,"@7sun80 @KeretaCepatID Wkwkwkwk. Eh, tapi buat yang sekarang dapet kan?",0,0,0,0,in,4860751307,1710669401681522823,maspetra_onik,https://twitter.com/maspetra_onik/status/1710814314842697831,"['7sun80', '@keretacepatid', 'wkwkwkwk', 'eh']",1,3,4,4,4,2,0,8,0.0,neutral
Sun Oct 08 00:20:06 +0000 2023,1710812274196455901,"@febbams @KeretaCepatID iya, tapi sistem nya bilang tidak benar terus. gak paham lagi saya teh",0,1,0,0,in,1608833139845267462,1710669401681522823,radm171615,https://twitter.com/radm171615/status/1710812274196455901,"['febbams', '@keretacepatid', 'iya', 'sistem', 'nya', 'bilang', 'paham', 'teh']",1,3,4,4,4,2,0,8,-3.0,negative
Sun Oct 08 00:19:41 +0000 2023,1710812169804357801,"@maspetra_onik @KeretaCepatID Iya, kesel dah dr awal promo gratis blom pernah dapetðªð",0,1,0,0,in,1414578199023931399,1710669401681522823,7sun80,https://twitter.com/7sun80/status/1710812169804357801,"['maspetra onik', '@keretacepatid', 'iya', 'kesel', 'deh', 'promo', 'gratis', 'dapet']",1,3,4,4,4,2,0,8,4.0,positive
Sun Oct 08 00:16:54 +0000 2023,1710811469624058154,@ventableu @KeretaCepatID Ckp ya,0,0,0,0,in,998583714,1710492041216659664,prince_olaf,https://twitter.com/prince_olaf/status/1710811469624058154,"['ventableu', '@keretacepatid', 'ya']",1,3,4,4,4,2,0,8,4.0,positive
Sun Oct 08 00:16:41 +0000 2023,1710811414942843242,"@VIVAcoid Presiden tapi kok semua nggak tahu, dan sdh diberi tahu Jokowi, ekonomi sdh dijajah, kita semua ada kok anak buah import2 trs  , doit APBN utk KCIC, saling fitnah, duit kita  banyak kok utang, tolong  Presiden sering? ratas dengan Jokowi.",0,0,0,0,in,1391742234,1710536325320081732,KWIHSOE,https://twitter.com/KWIHSOE/status/1710811414942843242,"['vivacoid', 'presiden', 'jokowi', 'ekonomi', 'jajah', 'anak', 'buah', 'import2', 'doit', 'apbn', 'kcic', 'fitnah', 'duit', 'utang', 'tolong', 'presiden', 'ratas', 'jokowi']",1,3,2,0,1,5,5,6,-16.0,negative
Sun Oct 08 00:14:35 +0000 2023,1710810888830407089,"@7sun80 @KeretaCepatID Diakalin ye wkwkwk. Saya juga akhirnya bisa, eh malah tiket udah habis semua...",0,1,0,0,in,4860751307,1710669401681522823,maspetra_onik,https://twitter.com/maspetra_onik/status/1710810888830407089,"['7sun80', '@keretacepatid', 'diakalin', 'ye', 'wkwkwk', 'eh', 'tiket', 'habis']",1,3,4,4,4,2,0,8,0.0,neutral
Sun Oct 08 00:13:07 +0000 2023,1710810518569746603,"@lopyuuuh @KeretaCepatID Udah, bisa. Ya cuman itu, banyak kursi yang kosong tapi tiket udah habis. Padahal banyak banget loh kursi yang kosong...",0,0,0,0,in,4860751307,1710669401681522823,maspetra_onik,https://twitter.com/maspetra_onik/status/1710810518569746603,"['lopyuuuh', '@keretacepatid', 'ya', 'cuman', 'kursi', 'kosong', 'tiket', 'habis', 'banget', 'loh', 'kursi', 'kosong']",1,3,4,4,4,2,0,8,-6.0,negative
Sun Oct 08 00:11:17 +0000 2023,1710810057879998629,@KeretaCepatID Min kok Uda pilih kursi tapi pas konfirmasi selalu network bussy????,0,0,0,0,in,1180949420,1710669401681522823,ima_artha,https://twitter.com/ima_artha/status/1710810057879998629,"['@keretacepatid', 'min', 'pilih', 'kursi', 'pas', 'konfirmasi', 'network', 'bussy']",2,2,0,5,0,3,2,1,4.0,positive
Sun Oct 08 00:07:50 +0000 2023,1710809187712925894,"@papa_loren Sok PINTAR padahal GOBLOK, total KCIC Jadi USD 8,4 M(termasuk pembengkakan biaya), INGGRIS bengkak USD 120M .jgn menyamakan sesuatu yg beda jauh. Kali USD 120 M X 15.000 !!!!",0,0,0,0,in,1266563284175433729,1710583491216482497,OMANK39971969,https://twitter.com/OMANK39971969/status/1710809187712925894,"['papa loren', 'sok', 'pintar', 'goblok', 'total', 'kcic', 'usd', '84', 'samatermasuk', 'bengkak', 'biaya', 'inggris', 'bengkak', 'usd', '120m', 'beda', 'kali', 'usd', '120', 'kali', '15000']",1,3,2,0,1,5,5,6,-15.0,negative
Sun Oct 08 00:07:31 +0000 2023,1710809107362615340,@KeretaCepatID Kok gini terus ya min https://t.co/PuZkRp81NI,0,0,0,0,in,1555014339307794432,1710669401681522823,BagusJulyanto,https://twitter.com/BagusJulyanto/status/1710809107362615340,"['@keretacepatid', 'ya', 'min']",2,2,0,5,0,3,2,1,4.0,positive
Sat Oct 07 23:57:55 +0000 2023,1710806693125533979,"@radm171615 @KeretaCepatID Oooh, kirain expired ktp. Kalau tgl lahir sih tinggal klik tahun, bulan, tgl aja",0,1,0,0,in,98319291,1710669401681522823,febbams,https://twitter.com/febbams/status/1710806693125533979,"['radm171615', '@keretacepatid', 'oh', 'ira', 'expired', 'ktp', 'tanggal', 'lahir', 'sih', 'tinggal', 'klik', 'tanggal']",1,3,4,4,4,7,0,8,-11.0,negative
Sat Oct 07 23:57:44 +0000 2023,1710806645490745509,"@sany98048 @KeretaCepatID Bener. Cek masih kosong, tp susah jaringan sibuk mulu. pas di cek lagi malah dah abis. hahahah",0,0,0,0,in,1414578199023931399,1710669401681522823,7sun80,https://twitter.com/7sun80/status/1710806645490745509,"['sany98048', '@keretacepatid', 'cek', 'kosong', 'susah', 'jaring', 'sibuk', 'mulu', 'pas', 'cek', 'deh', 'habis', 'hahahah']",1,3,4,4,4,2,0,8,-16.0,negative
Sat Oct 07 23:55:25 +0000 2023,1710806065477226689,"@maspetra_onik @KeretaCepatID klo dari hp sy jg gak bisa, karena saya gak punya laptop akhirnya pake mode dex baru deh bisa. hahaha",0,2,0,0,in,1414578199023931399,1710669401681522823,7sun80,https://twitter.com/7sun80/status/1710806065477226689,"['maspetra onik', '@keretacepatid', 'kalo', 'hp', 'laptop', 'pakai', 'mode', 'dex', 'deh', 'hahaha']",1,3,4,4,4,2,0,8,0.0,neutral
Sat Oct 07 23:52:37 +0000 2023,1710805360385372520,@maspetra_onik @KeretaCepatID gmna kak udah bisa geser puzzle nya blm?,0,1,0,0,in,1607706143853510658,1710669401681522823,lopyuuuh,https://twitter.com/lopyuuuh/status/1710805360385372520,"['maspetra onik', '@keretacepatid', 'kak', 'geser', 'puzzle', 'nya']",1,0,3,2,2,2,4,0,-5.0,negative
Sat Oct 07 23:51:52 +0000 2023,1710805168831566230,"@KeretaCepatID jaringan sibuk"" mulu dah wkwkw""",0,0,0,0,in,1414578199023931399,1710669401681522823,7sun80,https://twitter.com/7sun80/status/1710805168831566230,"['@keretacepatid', 'jaring', 'sibuk', 'mulu', 'deh', 'wkwkw']",1,3,4,4,4,2,0,8,-1.0,negative
Sat Oct 07 23:50:06 +0000 2023,1710804724516360530,"@febbams @KeretaCepatID bukan yg itu nya, kak. tapi yg tanggal lahir",0,0,0,0,in,1608833139845267462,1710669401681522823,radm171615,https://twitter.com/radm171615/status/1710804724516360530,"['febbams', '@keretacepatid', 'nya', 'kak', 'tanggal', 'lahir']",1,0,3,2,2,7,4,0,-1.0,negative
Sat Oct 07 23:47:41 +0000 2023,1710804117743153398,"@KeretaCepatID Daripada ngasih gratis, server jebol terus. Pas udah beroperasi normal pada sepi ga ada yang beli karena harganya ga match sama kebutuhan masyarakat mendang-mending, mending mulai operasi dengan promo seat, jadi org2 ga kaget dan ga kebiasa dengan harga gratis",0,0,0,0,in,164893034,1710669401681522823,MdFarel,https://twitter.com/MdFarel/status/1710804117743153398,"['@keretacepatid', 'asih', 'gratis', 'server', 'jebol', 'pas', 'operasi', 'normal', 'sepi', 'beli', 'harga', 'match', 'butuh', 'masyarakat', 'mendangmending', 'mending', 'operasi', 'promo', 'seat', 'orangorang', 'kaget', 'harga', 'gratis']",1,3,4,4,4,2,0,8,5.0,positive
Sat Oct 07 23:47:10 +0000 2023,1710803987304497283,"@radm171615 @KeretaCepatID Ktp seumur hidup kan, pilih aja thn yg paling akhir ð",0,2,0,0,in,98319291,1710669401681522823,febbams,https://twitter.com/febbams/status/1710803987304497283,"['radm171615', '@keretacepatid', 'ktp', 'umur', 'hidup', 'pilih', '']",1,3,4,4,4,2,0,8,-8.0,negative
Sat Oct 07 23:46:43 +0000 2023,1710803875316584877,"@KeretaCepatID Halo min @KeretaCepatID, untuk keberangkatan ke padalarang di tanggal 8, jam 09:38 apakah akan mendapatkan feeder dari padalarang menuju bandung?",0,0,0,0,in,3250222290,1710669401681522823,NeXa_303,https://twitter.com/NeXa_303/status/1710803875316584877,"['@keretacepatid', 'halo', 'min', '@keretacepatid', 'berangkat', 'padalarang', 'tanggal', '8', 'jam', '0938', 'feeder', 'padalarang', 'tuju', 'bandung']",2,2,0,5,3,6,1,3,-12.0,negative
Sat Oct 07 23:45:32 +0000 2023,1710803578057797975,"@KeretaCepatID min selalu gagal pas mau next step setelah pilih kursi,",0,0,0,0,in,237704016,1710803578057797975,chrnnss_,https://twitter.com/chrnnss_/status/1710803578057797975,"['@keretacepatid', 'min', 'gagal', 'pas', 'next', 'step', 'pilih', 'kursi']",2,2,0,5,0,3,2,1,-5.0,negative
Sat Oct 07 23:44:51 +0000 2023,1710803406280126783,"@febbams @KeretaCepatID Kak, format tgl lahir yg bener itu gimana ya, saya stuck di disitu, katanya tidak benar terus ð",0,1,0,0,in,1608833139845267462,1710669401681522823,radm171615,https://twitter.com/radm171615/status/1710803406280126783,"['febbams', '@keretacepatid', 'kak', 'format', 'tanggal', 'lahir', 'ya', 'stuck', 'situ', '']",1,0,3,2,2,7,4,0,3.0,positive
